"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TIAM1",1450.03365468507,0.509849481594794,0.112465122202639,4.53340085894495,5.80415149249269e-06,0.00114295615015234
"NTNG1",364.315991938562,0.790322107114498,0.174429632740498,4.53089360275311,5.87347153423655e-06,0.00114361110355938
"HNRNPH1",4983.87312873213,0.305114411623732,0.0679234491414033,4.49203353894093,7.05463102560738e-06,0.00133441445945155
"PTPRO",669.430543849321,1.46272498736995,0.327567148513839,4.46542027796828,7.9911725276802e-06,0.00147318115672522
"ADAM1A",255.254439138961,0.734954006723271,0.16543913882849,4.44244337783451,8.89430436469785e-06,0.00162241474037736
"VSTM4",48.4353506488032,1.34259851975612,0.306986978988714,4.37347057578453,1.22286733636271e-05,0.0021846461929721
"TUNAR",192.955758502905,0.871828533033898,0.199299676573942,4.37446035046845,1.21733245593838e-05,0.0021846461929721
"6430571L13RIK",89.0014270913529,1.34376515526918,0.309211038100489,4.34578650077968,1.38777502839177e-05,0.0024417064527839
"CLCA3A1",23.0589933487432,2.7452998816922,0.632200767627854,4.34244945951763,1.40902905694726e-05,0.0024417064527839
"ARX",317.195285277036,0.627409660708001,0.144791688530555,4.333188369273,1.46965258646682e-05,0.0024968244775376
"CLDN19",16.0729015972018,2.44413440413379,0.56395906453585,4.3338861946396,1.46499929232033e-05,0.0024968244775376
"RASA2",727.373450239311,0.491753292831507,0.113772434407862,4.32225341218089,1.54443652355002e-05,0.00259840199190275
"GRIP2",485.764725981365,0.645059541588538,0.149408286024495,4.31742816113144,1.57857761883677e-05,0.00263030495738676
"GSAP",123.693528801838,0.825220607951886,0.19137437799878,4.31207467050342,1.61729792082546e-05,0.00266915768285566
"KANK3",307.818042248415,0.866290806574613,0.201895416407288,4.29078986531832,1.78038725926254e-05,0.00291059724676987
"GM2956",6.53995303896788,5.98811921414305,1.39796977743224,4.28343967860442,1.84026006549311e-05,0.00298036137148879
"HS3ST3B1",33.3624597951314,1.49029363547594,0.348255427849471,4.27931201152764,1.87471903155246e-05,0.00300805612016413
"RSPO3",252.256639659427,0.623862563849535,0.146278664855748,4.26489101787163,1.99999799398712e-05,0.00317962983833053
"TUBA8",204.821653079188,0.825722409928398,0.194181135591769,4.25233072930591,2.1155711364969e-05,0.0033027686688608
"TBX21",29.4853699301901,5.63782847097443,1.32991322934137,4.23924534818451,2.24272440685521e-05,0.0034700152898566
"PAPPA",13.5230730122204,2.93394091227779,0.692644688080524,4.23585275793914,2.27685946552195e-05,0.00349165466177255
"HECTD2OS",13.4124143977359,2.71171139111841,0.640827179220378,4.23157986903339,2.32055562580424e-05,0.00350210811750846
"PLEKHA2",603.165821940943,0.622614383464447,0.147481030898775,4.22165738651355,2.42512533529376e-05,0.00360793304960247
"LHFPL3",463.719376461734,0.689997450338115,0.16373905657768,4.21400650986877,2.50880049256521e-05,0.00365336165845904
"EML5",2028.84437415942,0.600527136750433,0.142780195245244,4.20595542483289,2.59981475979797e-05,0.00375434916437825
"GM14308",130.555059387837,1.54326194538147,0.36781293173071,4.1957794635436,2.71934752239664e-05,0.00389451018310838
"GREM1",42.3385905267925,1.55983953109459,0.372475326250217,4.18776606439361,2.81713671160526e-05,0.00393694855446835
"WNT5A",136.105432367445,1.11198845860092,0.265683058996664,4.18539466837021,2.8467105231315e-05,0.00394645173242766
"OMP",93.5176150903672,5.19093662125228,1.25616484097441,4.13236897891974,3.59043437127637e-05,0.00471353312271577
"5830408C22RIK",30.3729683078241,1.83611510579027,0.445329850332392,4.12304520889359,3.73896279324237e-05,0.00487161550707497
"CNN3",930.313451137244,0.452517486878439,0.109924084038756,4.11663641171571,3.84441827629641e-05,0.00497163614253287
"ZFP536",441.444665928528,0.477223636737275,0.11609075620596,4.11078067137936,3.94323632953965e-05,0.00506165498922908
"LRRC55",574.98972615685,0.705860751637946,0.17189592298748,4.1063263128664,4.02001481010527e-05,0.00512226740031723
"CHRNA10",10.6429316821805,5.91951358626934,1.4424021129722,4.10392742289573,4.06194938783481e-05,0.00513792123662696
"KLHL30",14.2974808622493,3.14157822105669,0.765873654526791,4.10195363489526,4.09676377515654e-05,0.00514440720722374
"AFAP1L2",134.779606789176,0.832135418390502,0.204161201449915,4.0758744192375,4.58417551073195e-05,0.00561150123325401
"ODF2L",254.15025089503,0.779037335922288,0.191112816438834,4.07632177913938,4.57536932387204e-05,0.00561150123325401
"LBHD2",15.5171447524433,2.8856433807016,0.708274376454994,4.07418858655403,4.61750540438064e-05,0.00561150123325401
"SLC39A6",789.880401383863,0.368805249476359,0.0906272025507196,4.0694762620523,4.71189399396155e-05,0.00563120076009378
"DLX1",600.86440200939,1.59041334735803,0.390762821285659,4.07002217387358,4.70086632867723e-05,0.00563120076009378
"ADARB2",343.71248872284,0.735904881267087,0.18093818937809,4.06716174068335,4.75892140988339e-05,0.00564844856930611
"COL6A1",1430.88762128332,0.596523205887137,0.14709948525953,4.0552365280863,5.00835970608616e-05,0.00586418009099777
"OXTR",133.770602675521,1.09495790979258,0.270716466103259,4.04466682634271,5.23975861396826e-05,0.00609394476654067
"TMEM255A",342.017088467748,0.917121880636634,0.226918345862484,4.04163831333596,5.30790583418382e-05,0.0061320466800381
"RPL10A",501.851417568098,0.462007563829424,0.115012790053015,4.01701031351783,5.89411454964338e-05,0.0067641795384616
"FAM163B",2011.0121364549,0.293277580578604,0.0732342031773618,4.00465312455619,6.21085496393229e-05,0.00698882504350537
"CHRNA3",17.84451728625,2.64500141534685,0.661950567512238,3.99576878570763,6.44846472137602e-05,0.00708593838368147
"SYT10",70.1573354306244,1.62912951129866,0.407554805443622,3.99732622346424,6.40619877741115e-05,0.00708593838368147
"SHISA3",81.2485132996836,4.49158064027823,1.12691106185651,3.98574545259911,6.72685975461186e-05,0.00724684953387678
"EPHA3",165.470695633797,0.687999430615457,0.172516909520611,3.98801156667637,6.66294158416623e-05,0.00724684953387678
"N4BP2",187.299576394829,0.963537534806239,0.242263373433753,3.97723156063341,6.9722261987895e-05,0.00745813011103848
"ILDR2",3231.33714330497,0.278959293425126,0.0706534420533816,3.94827605446824,7.87160041105117e-05,0.00834977279660817
"TEX15",31.8102842402029,1.96721675455326,0.500890776917116,3.92743656942754,8.58560538867486e-05,0.0089626479385751
"CTBP2",274.961913427326,0.578219540308763,0.147356712849304,3.92394434653333,8.71108673532485e-05,0.00898538226407406
"PRSS23",577.989249090304,0.503334135610616,0.128243786866446,3.92482277628616,8.67936119421789e-05,0.00898538226407406
"FHL1",1291.75129862868,0.390978609096717,0.100040255056138,3.90821283769535,9.2981377917675e-05,0.0094780841055023
"REV3L",833.938443422026,0.53500996623084,0.137000546398436,3.90516666024733,9.41604698013377e-05,0.00948666733248477
"UST",376.380242676492,0.52471406421766,0.135060100190384,3.88504127775717,0.000102312503601015,0.0100737123573977
"4930426D05RIK",34.257856794953,1.96289294036984,0.505853657273673,3.88035731707261,0.000104303119182388,0.0102116878661672
"DNER",2750.70588335444,0.378058515242105,0.0974786661266756,3.87837185575364,0.000105157893950785,0.0102375345183885
"USH1G",18.951037698549,2.31087921647658,0.596487045032475,3.87414820778005,0.000106998284193914,0.0103585098703706
"HNRNPA2B1",8340.57631093534,0.241028514257838,0.0625026797909442,3.85629088327121,0.000115120490476913,0.0109611152718375
"DNAH11",58.7631493675165,5.04572703267426,1.3097839830667,3.85233526895047,0.000116996682554369,0.0110186712607862
"ISLR",222.679221213767,0.916634439946165,0.238244049915932,3.84745994819015,0.000119348780601454,0.0111794325353654
"CATSPERG1",20.9510689894257,1.88577961990315,0.491719241268338,3.83507388289094,0.000125526555564316,0.0116323512372943
"MEIS1",59.9586676539294,1.523475260498,0.397631324106541,3.831376373381,0.000127428399243185,0.011745780481304
"PBX1",4067.68338442491,0.349049445032713,0.0912511950128297,3.82514930334488,0.00013069285719954,0.0119829445630203
"PLXNA3",430.271033530259,0.572601445390473,0.149771694836603,3.8231619533662,0.00013175117970835,0.0120164010166631
"RBM4B",329.940214416872,0.466741740235086,0.122161557645703,3.82069244392532,0.000133077519553043,0.0120738237504434
"PTN",5367.03895735656,0.280840150850086,0.0736692152613771,3.81217785276618,0.000137747699395065,0.0123680304809175
"LTBP2",15.8538302572276,2.28425654681969,0.600801366081938,3.80201623327894,0.000143523320854845,0.012624952421795
"MEIS2",3049.05712088095,0.524002050163004,0.137970404346034,3.79793081455927,0.000145909034033912,0.0127058173405712
"IGSF3",398.646054954086,0.646451753693877,0.170445677412886,3.79271427416676,0.00014900957604692,0.0129109347165854
"DACT1",143.412230587411,0.666975337591049,0.176384773221572,3.7813657347463,0.000155970335406383,0.0132490683443981
"FAM126A",486.967631336717,0.629693067761045,0.166879600633535,3.77333757613574,0.000161078100664192,0.0134846493063275
"FJX1",945.82663553841,0.395039659884042,0.104732374730184,3.77189633006757,0.000162011570899766,0.0134975890005867
"DLG5",530.556177406805,0.542000007382389,0.143907720944251,3.76630248763621,0.000165683041881961,0.0137374231233134
"SLC6A13",93.8923671600361,1.12052553524471,0.297891553340353,3.76152167686496,0.000168882781809504,0.0139360463141757
"KDM6B",363.090406642979,0.673983375290187,0.179687263800587,3.75086893213622,0.000176222804299503,0.0143404633777779
"PISD-PS1",653.305580218552,0.483712273427339,0.128962184862511,3.75080705978295,0.000176266299236349,0.0143404633777779
"HECTD2",447.423449937092,0.450059250794563,0.120896823109596,3.72267226895262,0.000197125323711334,0.0158883010911335
"SIKE1",910.812043762498,0.58453219707757,0.157098148130862,3.72080895944525,0.000198585625906715,0.0159318995895253
"GAD1",6707.88034489962,0.572392435351776,0.154212104023017,3.71172184555852,0.000205854134210498,0.0164389230033812
"PPM1E",5695.36308513155,0.32785046883076,0.0884163719454073,3.70802897265669,0.00020887876225186,0.0164606181662382
"RASA4",99.7577530521536,0.852238651674248,0.230191459293126,3.70230352720866,0.00021365079895433,0.0166772734012594
"FAM20C",607.873396308765,0.578483956356612,0.157214759196436,3.67957791821447,0.000233620302098123,0.0181542879599031
"RASSF8",309.100962145877,0.818330639729024,0.222475510741314,3.6782953638459,0.00023479796404377,0.0181643478522968
"DPYSL5",521.557327862754,0.491617157835142,0.133872383224666,3.67228210922417,0.000240394093883387,0.0184564476504981
"SLC9A4",13.1892179743806,2.37960942455732,0.650281582252318,3.65935233213171,0.000252853496542601,0.0191329503870609
"POMT1",178.439203145575,0.644384654562397,0.17615875413515,3.65797690683042,0.000254213945140902,0.0191329503870609
"GPR50",7.31561214455813,3.90808700595432,1.06861897038763,3.65713796427993,0.000255047119822902,0.0191329503870609
"SLC2A5",70.4901399213929,0.908766670732722,0.249041194399947,3.64906164589498,0.000263199944943684,0.0196594476117633
"ADGRG1",854.003926994802,0.502121512561817,0.138170335389354,3.63407609272189,0.000278978525328058,0.0204848257008895
"IGFBP2",404.439994248404,0.578838021907069,0.159570188808876,3.62748221474106,0.000286198482383219,0.0209263016929063
"AMIGO2",186.633063474662,0.700857095390385,0.193785883738999,3.61665711592458,0.000298432203584476,0.0217291246046865
"A330023F24RIK",1348.84085207344,0.338123348169481,0.093577508096771,3.61329720192826,0.000302327832175494,0.021920665287737
"TRIM67",71.9333848174531,0.949785296325215,0.263029978711265,3.61093933466733,0.000305090025460024,0.0220287710466531
"CD63",672.528568371705,0.324751227896164,0.0900366423935842,3.60687848039195,0.000309902704013473,0.0222834189122384
"LRP8",1790.0414495748,0.385454075211466,0.106926912835154,3.60483684594644,0.000312349090306313,0.0223665181236285
"EPB41L4A",47.6568535547171,1.2214152156996,0.338995296305354,3.60304472956284,0.000314511381048347,0.0224286737538552
"LHFP",530.213644439389,0.446807477707509,0.12405981127009,3.60154890720225,0.000316326897527234,0.0224656918329895
"TRIO",3313.67657589466,0.298653677330811,0.0830712028416917,3.59515291839404,0.000324201090434347,0.0229239835689105
"EMID1",68.4979792423446,1.00121613140236,0.279181080773498,3.58626067578933,0.000335453640075889,0.0234398231003028
"GM12537",5.65203373174232,5.8132513756211,1.62146041313407,3.58519475932493,0.000336826749491508,0.0234412479595918
"ABI3BP",630.969906301301,2.06268781016201,0.575993057555652,3.58109838843452,0.000342152767943707,0.0236918876987816
"MCUB",39.2327612098386,1.29246621021009,0.361122348949264,3.57902581762303,0.00034487740024903,0.0237157955115692
"SLC13A3",228.431889057897,0.655882791721152,0.183895207656997,3.56661165931258,0.000361626763169906,0.0245750203096914
"SNTB1",58.6353539584547,1.10157157520413,0.309779111978989,3.55599048679191,0.000376557703460415,0.0252921257490912
"CAMK2D",1947.98915586352,0.36477561919887,0.103176208831583,3.53546251921606,0.000407061986821754,0.0272354330873906
"JAM2",787.574476542818,0.410835064801547,0.116537517049783,3.52534595898455,0.000422930065699765,0.0281882888788893
"SCG2",3739.94884057381,0.44699935432904,0.126842434139746,3.52405216251658,0.000425000573483429,0.0282177583827369
"FRZB",480.934824696418,0.733089773177975,0.20834629287926,3.51861203310593,0.000433810604507507,0.028588554443912
"ADRA2A",262.446832641076,0.6293016245338,0.17885169915696,3.51856665326688,0.000433884806898774,0.028588554443912
"RASL11B",863.147157393827,0.458125290483067,0.130296030888907,3.5160341213592,0.000438044683930918,0.0287114429192803
"TNFAIP8",100.749394828596,0.730539988467166,0.2078103210435,3.51541725549929,0.00043906355667432,0.0287114429192803
"PROKR2",60.7346195862704,1.34868242892019,0.384902881038199,3.50395514131354,0.000458402569658549,0.0295303276193792
"CRYBG1",27.267915723302,1.4267546463152,0.407405687276803,3.50204891800104,0.000461694841922757,0.0296322589469609
"SP9",130.439521695648,1.26043949549593,0.361098878631619,3.49056607506607,0.000481998407971894,0.0308212192315312
"DLX2",109.394100686598,1.20399501742317,0.345285636105812,3.4869536740712,0.000488555976717013,0.0311256857372394
"GM14204",144.753652417701,0.81852412769704,0.234818788658953,3.48576931331441,0.000490723986355198,0.0311492892291181
"RASSF4",128.009815929933,0.717030968874255,0.205808142162276,3.48397765676776,0.000494020727506002,0.0312441065217209
"DCLK2",1283.9613485383,0.414062197218475,0.11889259841411,3.48265748029386,0.000496463123478001,0.0312843980609101
"IGF1",198.055258574392,0.528536886975406,0.151947025287993,3.47842865612961,0.000504362676370394,0.0315527105372656
"TSHZ1",799.760473517219,1.09317642275763,0.31443497330346,3.47663751036564,0.000507743781925653,0.031649971212193
"FOSL2",703.735313133649,0.686772710697745,0.197746464858303,3.47299614781918,0.000514682742459883,0.0319675170038972
"C130071C03RIK",1045.04219112393,0.359330478946774,0.103640960436398,3.46707013746061,0.000526164578060466,0.0325639499043208
"TMEM35A",875.870312862818,0.305394792855305,0.0882164256465875,3.46188128363732,0.000536413711140575,0.0329010609302535
"PPFIA2",2142.8512864402,0.272238562835842,0.0786490872475681,3.46143321382615,0.000537307417811862,0.0329010609302535
"GFAP",1472.09394861169,0.483815013415332,0.139875869627525,3.45888833223115,0.000542409734678196,0.0330965432825298
"KIRREL3",614.111803695294,0.353662052873743,0.102361048205185,3.45504524499223,0.000550200483555992,0.0334037208703785
"ANKRD6",871.850398203158,0.398349680035413,0.115462930461821,3.4500222577248,0.000560540335848205,0.03355041012203
"RN7SK",354.134422563931,1.51404046147893,0.440025701092173,3.44080006627109,0.000579996931204142,0.0344204343179335
"DENND2A",347.131948471298,0.406898812178916,0.118316478632773,3.43907135236705,0.000583713363534493,0.0345227606712943
"PLIN2",76.6976982120386,0.769173374751758,0.224354288553118,3.42838721609572,0.000607178761271658,0.0354269385659144
"DNM2",696.151878847982,0.357099845852105,0.104665152658523,3.4118313190367,0.000645280302976234,0.0370266965903151
"SLC43A3",10.309999396088,2.48660049863068,0.732024027723446,3.39688371481995,0.000681579241216244,0.0388522587863036
"DBI",876.117658491898,0.284174905593492,0.0838614883156203,3.3886222544009,0.000702447072237296,0.039650505911401
"PPP1R12B",2695.12420415062,0.332324325790748,0.0980492293169901,3.38936193691389,0.000700554766160392,0.039650505911401
"SYNPR",2302.41598780646,0.568851648750636,0.16794276659175,3.38717564498296,0.000706161622752937,0.0397307622100183
"FNDC1",54.3170056371748,1.2666607677398,0.374537268703783,3.3819351866465,0.000719771246511343,0.0403654237242559
"MAP3K20",131.108086637785,0.650427378818933,0.19277912865974,3.37395123290009,0.000740974935122862,0.0412873139895308
"GABRA2",1378.70154878477,0.318412764598122,0.0946301063682411,3.36481461152605,0.000765951049954076,0.0421451081171633
"CBLN1",104.845224648872,0.818004318865327,0.24327587317545,3.36245558668856,0.000772525520878913,0.0421451081171633
"PRSS56",14.1872965635123,2.80844837492711,0.834674439977467,3.36472310689534,0.00076620509682262,0.0421451081171633
"PLXNB2",895.371911535315,0.370661838466444,0.110199920272658,3.36353998759118,0.00076949687672825,0.0421451081171633
"ALX4",29.5970598478757,1.49992776689123,0.446122224121124,3.36214536239735,0.000773393985876735,0.0421451081171633
"GM12940",480.902936816726,0.40170408874625,0.11936578059281,3.36532033511828,0.000764548405336855,0.0421451081171633
"PKNOX1",295.352225755914,0.483060863580945,0.14428880982078,3.34787475328788,0.000814338049049143,0.043689362390008
"EXO1",12.5278833380387,2.52496426207305,0.756503841057262,3.33767540234065,0.000844823803283824,0.0449078272610595
"SH3PXD2B",325.621091370449,0.392583192814076,0.117614603089187,3.33787797180576,0.00084420815846612,0.0449078272610595
"RELN",1326.9050786201,0.589563699612851,0.176609850173722,3.33822659966547,0.000843149590291549,0.0449078272610595
"HEY2",103.406435414677,0.782204543943508,0.234737782376893,3.33224816228181,0.000861474000021032,0.045410489118916
"PRDM1",26.0445257739843,1.49582710565039,0.448923309974899,3.33203260426381,0.000862141550010004,0.045410489118916
"CDCA7",67.8333820891113,1.25347897984974,0.3767718759784,3.32689104406932,0.000878207041549576,0.0459586475100677
"ADCYAP1R1",2963.29834320231,0.279962438249782,0.0842388836510511,3.32343480962415,0.000889162024016878,0.0461403202483217
"FURIN",408.636611781193,0.372101615285445,0.112027498951089,3.32152033000312,0.000895284598687279,0.0463116024198563
"DPYD",78.9126183079351,0.782102900210004,0.235754646230554,3.31744426977339,0.000908450370065705,0.0467137580500552
"RLBP1",245.274814252359,0.459577398888293,0.138527242550715,3.31759580589385,0.00090795771052405,0.0467137580500552
"WSB1",1405.05748161827,0.454079365101085,0.137092724131778,3.31220615810806,0.000925633074293712,0.0473165060307839
"PPP4R1",528.344564992453,0.4476766507535,0.135321714153644,3.30823957968201,0.000938844560244629,0.0478506981896446
"PHACTR2",547.096652705486,0.477564794219728,0.14442732172027,3.30660977806324,0.000944323405310204,0.0479887985062185
"LMO3",2320.41410607877,0.440918099645738,0.13376869521369,3.29612319938824,0.000980290164454131,0.0493821170343769
