"","clusterNumber","ANS01.PFC.1A","ANS01.PFC.2A","ANS01.PFC.3A","ANS01.PFC.1B","ANS01.PFC.2B","ANS01.PFC.3B","ANS01.PFC.1C","ANS01.PFC.2C","ANS01.PFC.3C"
"FAM160A1",49,35.82117217,28.47113192,31.26714939,26.94517711,28.7060759,22.30166561,24.52339062,29.05929902,37.64820399
"TEX9",49,38.60199404,42.31982391,70.65126986,67.84341611,57.87599364,39.03313349,59.83150679,47.04965414,40.77496126
"4833420G17RIK",49,711.8652003,610.4864854,617.6876105,595.9670732,569.2448495,538.0263223,535.7993401,603.4658862,715.7314176
"ZFP783",49,158.7590892,119.8191448,139.3891202,120.1576267,109.5784748,104.1200326,102.6052293,135.740813,177.5053032
"ATP2A3",49,123.0976853,93.55633859,109.8525718,74.41243065,88.99181437,68.9911065,74.09376103,96.8469631,129.7261474
"IRAK1",49,871.4495013,727.9533717,796.5249146,681.8849486,682.3053517,662.0600085,708.8007812,805.5967314,873.6043765
"ZFP1",49,281.801923,272.3218475,274.6015731,267.6282703,267.7640512,263.4286704,270.2646859,276.7700581,283.1286009
"6820431F20RIK",49,2394.581884,2170.074054,2346.81052,1983.918104,1875.542629,2019.204079,1804.593121,2180.515094,2616.331764
"NQO1",49,72.90450207,46.28404048,55.14024573,34.52015723,32.8736617,45.04197116,32.25336899,47.73693472,85.10679101
"EBF3",49,35.21212997,16.76058952,23.89431912,12.42945364,8.854433765,16.80466651,7.813325107,20.76056797,49.05637666
"ENPP1",49,100.9017462,92.01618291,74.61610031,57.83299312,58.31450842,61.77939498,50.81153431,79.73179358,106.2152057
"DDX17",49,8387.994933,8241.231793,7543.352337,6710.248696,6691.470332,6766.564169,6305.277019,7477.282054,9278.829656
"RAD9A",49,118.0894258,107.4906136,97.66894417,82.1322861,91.95653692,82.09731455,80.38981414,100.9827082,134.6632136
"MBTD1",49,635.1721194,590.7041426,563.1861817,554.2408625,557.9048867,548.4828562,520.5851562,587.7158777,683.554802
"WSB1",49,1615.102314,1523.448983,1508.510417,1144.086124,1235.906598,1014.502171,1292.584995,1409.254835,1931.777335
"HS3ST1",49,260.5970929,248.7139059,253.2680047,193.6365067,202.5788998,179.6148089,229.2803752,213.0710222,294.0001534
"EEF2KMT",49,42.78732802,43.02160594,38.49151942,29.7066101,27.14676134,22.94335931,37.2976411,29.26100949,64.21673672
"CCNL1",49,825.4460313,782.6975474,771.3703107,698.7660936,670.5800846,685.2355361,728.3126515,724.1792075,899.6138818
"LACC1",49,70.22301418,73.29525981,71.09670919,59.77157911,47.16382752,51.15075642,68.08138059,71.38158383,100.6037409
"XNDC1",49,6.640865765,6.303808834,5.197720554,4.619205879,2.891126439,3.560876356,2.835907907,5.241637079,10.616577
"CCDC39",49,413.8822575,402.3671511,423.0944103,341.6893915,307.3911756,312.3421164,311.0634044,403.1129042,524.8448154
"LPCAT2",49,164.8135071,149.9799429,166.3780963,143.3054717,126.9650022,126.5269965,140.015074,150.0396611,204.6244356
"DYNLT1C",49,66.23057892,52.22857295,40.30035573,41.26477701,23.06737945,38.04706859,46.91172966,49.71063822,95.56368848
"PLIN3",49,208.3185125,162.7737289,136.8474999,126.5872455,106.5564384,144.649593,139.6100681,166.9279457,246.0370953
"RBM25",49,3281.800864,3269.407896,2967.52052,2687.869124,2820.766516,2802.149559,2973.717713,3039.915021,3751.037036
"FZD6",49,159.1907094,135.0087547,100.990461,93.13704967,105.8801426,100.3792061,102.2682446,114.9427501,200.3192833
"DCLRE1C",49,210.8176734,203.7577518,184.4531311,183.2957558,179.4274765,180.9576774,183.6972982,194.4240432,227.0504957
"SLC6A6",49,1985.816969,1784.393069,1768.570113,1696.355445,1653.010652,1617.681691,1622.448196,1661.926062,2467.51101
"ZFP945",49,451.8769561,397.5000949,375.7763439,404.9353542,347.12412,371.3911411,367.6005307,376.3166525,536.1518463
"GM29340",49,7.399947039,10.95282778,6.511612807,28.68854738,9.880474543,9.856432246,17.96458035,11.53646561,6.145171283
"PNPT1",49,430.6028753,436.4416031,404.8304705,404.3866136,359.6535771,372.811298,390.2579103,416.0319952,514.2774834
"ARGLU1",49,3277.460556,3068.335271,2863.499454,3016.975647,2763.557942,2653.569962,2989.373898,3065.135621,4312.258864
"LGI4",49,497.7433585,465.5385583,428.0257747,393.8371949,420.3586283,426.8476543,489.2020641,443.6951287,531.0866645
"4930481A15RIK",49,8.853895855,5.263654357,3.108130973,3.468435986,3.861410606,9.565998043,2.822448512,5.966793286,4.423190709
"ATG16L2",49,343.4082547,319.7500243,277.9179103,210.4784033,300.4777943,240.1463333,318.0992125,299.6657088,386.3825562
"GM4285",49,14.40967606,11.5246902,9.372603413,16.15452127,9.659100561,7.119577911,18.89033707,15.71397272,13.2691754
"HELZ2",49,107.850652,106.5763625,109.1871437,83.03481782,106.4162793,100.785095,109.7740885,94.96614455,120.0257837
"CCM2L",49,44.92083219,40.84766899,36.06138701,28.60276388,41.62947428,37.48130612,41.05088618,38.09251975,50.87910471
"ALPL",49,121.0912539,102.7789859,110.2971709,87.6768567,109.6859418,104.1609768,106.071625,101.3083883,127.3593646
"NPL",49,50.5714647,45.0839677,47.7618312,33.26178985,44.59558628,44.02901094,47.37600081,44.48132676,60.9946291
"WFDC1",49,79.90155052,85.16646774,93.17840509,69.86261109,81.55766104,76.14712149,94.64759457,78.37704154,104.0761772
"ABI3",49,53.41846997,64.39804306,59.79647418,41.73837842,52.1597177,42.46732281,62.78004167,49.92041714,83.47914554
"ZFC3H1",49,1000.37912,1107.339249,1158.60789,893.3699799,1050.711363,956.8599906,1137.722952,1045.718977,1532.141358
"APPL2",49,1350.322872,1463.248582,1447.285309,1094.635961,1169.004158,1170.030695,1505.885665,1374.936068,1768.81638
"CCNL2",49,1484.911817,1556.810912,1512.036731,1127.600528,1388.341156,1252.468106,1535.31965,1402.816189,1723.444513
"PDE4C",49,45.97136368,48.61545576,48.69129866,24.16343697,41.18714161,28.75617332,52.40828336,46.19932764,68.84468765
"SRSF9",49,559.1457355,541.5536245,552.1914361,462.8101491,481.1427374,483.7497251,549.7601459,505.3093443,584.2733256
"PARP12",49,162.7643917,164.5992547,169.2664339,112.1848634,116.277259,119.5060002,157.6153387,131.8318174,192.1466052
"NAV1",49,2563.553392,2562.830193,2587.369478,2068.432583,2161.364813,2152.851311,2464.534146,2212.425506,3037.55084
"GM44234",49,102.5585756,111.910343,116.0618468,80.8068278,100.0811888,66.29525674,100.5560764,110.3440895,138.9559175
"CNOT10",49,868.5485174,959.6807763,920.6058977,771.5749551,790.3077047,849.1211989,876.1678891,855.9850537,984.0204486
"CSPP1",49,604.136102,732.1004466,625.9495232,411.3590541,542.2478041,551.8593424,618.8307025,601.2214278,755.2016646
"GM17491",49,57.70635033,53.87217785,67.49729875,63.95667297,59.88452255,61.75855724,41.4134501,50.46989623,57.08599724
"ATF5",49,310.9439605,324.9479481,323.430899,249.9997017,276.9988766,278.1003515,290.7524889,267.0339874,363.9785444
"GM6483",49,25.49388212,17.84153973,20.7710002,24.22680649,19.30069051,21.51100846,14.11732981,14.90816692,18.62244874
"LUC7L",49,2061.764092,2148.211749,2092.990254,1934.392287,1999.351399,2005.403916,2018.913874,1948.816887,2247.647274
"OSGIN2",49,362.5529038,389.4116503,369.9664118,334.6005254,344.0154453,357.8511227,358.3700399,351.2488566,424.8827912
"CDH5",49,176.4633763,178.5384637,184.1009532,150.1631962,180.8621826,177.3189598,166.8007037,179.9387299,251.3010729
"GM8189",49,8.79119728,11.69680646,12.5159476,20.66138246,13.5325806,5.855505618,17.23659015,12.66501033,13.27720856
"SLC25A27",49,687.9759639,754.0950271,707.2328945,627.7432232,711.5289406,637.6386841,667.8659482,661.5011441,833.618466
"PPIP5K2",49,559.1327737,640.8247049,596.7562022,503.0177096,614.1760384,537.0281608,587.0492086,575.7662285,739.081509
"LTA4H",49,545.8574006,585.8079691,563.9575116,474.4171118,551.8889557,535.2118158,538.4712679,567.8659623,665.8507619
"COL4A6",49,9.918640008,15.83678674,16.62375422,6.926213098,13.45044554,11.75571934,11.42223801,13.56672836,25.64651844
"GM48949",49,25.41437189,19.94694562,17.71127663,31.11832664,36.6865272,21.33550491,34.11503085,23.9342368,22.12819278
"NCF1",49,104.2780512,113.8799951,131.3714466,88.870193,98.26142117,94.08385585,94.27548862,103.9649912,139.9597438
"DGAT2L6",49,18.91874618,23.02094105,25.30623829,15.23046844,16.31998465,11.56780808,15.96799129,15.33851081,33.57305273
"THOC2L",49,311.611333,289.7392696,333.186872,233.4481266,330.5724191,244.9071936,312.7221842,290.2161954,319.8153359
"CHUK",49,852.7573346,881.2777038,889.3828767,728.83297,807.8406266,758.8765302,749.2180695,738.7384502,959.9263949
"KMT2D",49,2264.914914,2357.649574,2401.818372,2007.103671,2337.241196,2082.989527,2168.510203,2042.596291,2560.383877
"ABTB2",49,163.3350024,183.1331935,177.6838317,156.8824295,176.1054492,161.1082899,156.20679,157.2440381,196.7881118
"METTL8",49,184.8495633,208.3886923,197.6909926,162.7486361,190.3690721,178.090822,177.0472609,175.0242957,214.1904166
"SGPL1",49,512.6071452,549.4747387,572.9843721,485.6162811,532.1264937,519.738836,535.6330242,517.9079529,594.0852724
"TAP2",49,99.17843691,107.5769179,118.0671894,79.91430784,106.0863452,100.51285,97.82802663,102.2857835,131.1143931
"EVA1C",49,18.26852867,25.40254569,24.93666384,12.7055653,18.78133112,18.52606245,16.403563,19.09952639,28.56611772
"MIR100HG",49,823.7164539,1073.774272,1059.068708,723.8586409,781.406478,792.4761649,822.7542764,856.2059958,1251.568092
"CHKA",49,1353.402917,1374.932034,1375.587691,1137.189701,1260.80023,1288.045585,1212.137066,1375.457295,1556.407957
"AKAP13",49,884.8654398,911.1505625,975.828174,725.8645259,823.1123485,809.2014912,755.3880072,903.638495,1067.085631
"PAN2",49,347.970482,335.3415295,342.472614,259.8366469,298.1005211,298.4679117,305.2192629,334.3802088,396.7879923
"TIA1",49,2794.871549,2556.05227,2693.165449,2009.526007,2282.996939,2124.443153,2085.181278,2480.21539,3413.443888
"SLC6A20A",49,251.7831637,199.267623,227.6092292,99.99319155,199.4856432,180.943422,170.471373,243.8326341,291.0223038
"GM45743",49,160.0583475,138.3898826,159.0983108,156.9419168,186.0582802,130.9468269,171.8060655,158.8896474,143.9748713
"GSTM2",49,25.25484024,23.2751687,22.80833743,12.62425705,20.24588618,18.7997215,15.22247776,27.52131238,34.29500318
"GM20633",49,234.3595189,275.6837006,211.4092636,276.1857485,242.290619,252.7915599,203.4764736,239.0002662,164.7941986
"GALM",49,25.63090686,29.79912523,38.96595762,16.05067376,21.48088138,27.41086043,24.67064941,28.52810958,40.55374503
"IL17RD",49,79.50716026,84.08550637,101.4178025,54.9853931,61.73929241,72.37576714,75.66993476,87.37222352,104.1286455
"GPS2",49,184.3211133,185.2697671,207.8517686,160.7608555,174.3075057,183.7742911,190.4227882,204.6137888,223.7894786
"GM43197",49,29.91580969,20.91496607,17.71724339,23.02423995,26.10622037,26.22948703,30.18216338,23.17091547,28.32396421
"SLC9A1",49,737.718528,737.8326777,768.9663625,624.9350134,701.4336652,743.0441615,729.1893195,736.9375243,832.7053202
"SNHG5",49,8.744018256,8.507490523,6.2598545,5.707086594,3.884018563,1.177959549,5.74848255,5.95715968,3.541335599
"ALKBH4",49,66.32639194,87.54516125,78.41870468,63.59980765,53.95016422,56.83817987,53.41382249,84.34005654,78.00129181
"PMS2",49,1305.778011,1210.194217,1294.291462,1319.931353,1352.223829,1352.671338,1332.325188,1311.724311,1300.032741
"GM45592",49,24.39620841,32.37360625,15.62613605,20.75246843,14.48503658,15.50373469,10.36241173,8.982091366,18.59289263
"DDX46",49,1701.038463,1792.261814,1638.68224,1570.622478,1530.418376,1635.345705,1476.307061,1730.988858,1696.983311
"PPWD1",49,178.4589034,196.4834399,163.0308492,163.5825207,152.6059636,163.84833,145.406928,176.4626004,178.7544436
"CATSPERE2",49,264.6522481,246.7689938,257.535263,312.1840581,285.4036258,296.6328332,250.1211302,285.5989034,303.5230401
"DYNLT1F",49,38.42994402,12.75628172,0,65.48243116,0,68.01641864,52.73422848,73.25325909,127.4543647
"FMO1",49,148.7984063,167.1920589,173.0629117,85.26044601,73.55347088,113.6255628,85.96712568,168.2332071,166.6000562
"GM44240",49,8.854774851,7.3536311,10.40616819,6.918058396,6.756482687,10.69287578,6.610377673,5.978966819,10.62740098
"MTMR11",49,116.9185308,131.2258377,96.12788557,61.93544935,66.90778011,99.72230313,80.00139223,118.3398376,114.7136258
"ARNT",49,783.3035006,830.5407172,749.9832358,596.2212315,646.9613508,666.2117391,618.525618,743.6868936,819.0152311
"PLSCR2",49,30.09039173,30.00503629,22.80999877,4.988143781,10.90407637,18.29239196,10.31385421,23.49893292,26.88500083
"PTBP1",49,436.8700121,504.0591003,436.9565771,344.0030972,343.8728793,381.4163877,328.6232967,375.6149691,439.9033586
"AC124502.1",49,57.67912122,37.39377755,33.09447717,30.26374558,37.30445532,33.29243387,39.18891494,52.44455704,37.89732368
"KANK3",49,394.5799053,457.348932,351.5102382,189.2960099,280.6836533,191.4186589,226.5276833,316.4523571,368.699549
"5330434G04RIK",49,7.312292951,7.019723462,11.09533486,6.552388186,12.84793447,15.62697811,9.046884121,9.195935859,11.7775765
"GM13830",49,37.40747062,24.02477879,19.77704598,35.86073051,25.33456999,33.85796134,25.44002685,37.3842751,28.54401353
"MYT1",49,229.4328783,232.6417875,199.2534929,115.2411985,151.0867627,115.9541995,88.38508765,162.6242766,208.6958848
"LNX2",49,93.72226516,94.8808225,78.02301211,61.19878399,70.39603976,64.71740503,49.48993591,78.68148407,87.61258115
"NHSL1",49,342.4116058,371.8100059,334.0021306,294.0134806,327.247801,323.5095329,322.1536737,337.4227172,382.7199568
"VTN",49,807.4876096,913.6019064,787.8508548,619.4337629,779.2179416,707.3129746,644.8358798,747.8844951,901.3398465
"REST",49,62.10980197,74.20965227,58.40249925,40.4694496,58.01421517,45.15604457,49.2446649,56.27086177,70.10024718
"9230116N13RIK",49,13.1770091,6.35717062,6.217266073,9.220819383,9.658779661,7.119783147,9.519492162,6.708869107,4.424209572
"EFEMP2",49,134.2072153,134.5197723,96.43420239,58.58257217,88.07861067,81.26115819,75.70623246,102.2388497,112.9215712
"PHLDB1",49,1702.129797,1724.60802,1322.732984,1166.972417,1323.215443,1332.618125,1264.665159,1417.206628,1581.092525
"CACNG7",49,1982.149395,2079.576693,1874.395239,1687.710263,1789.523872,1735.488679,1825.692102,1857.908429,2005.30341
"VIM",49,586.3681697,588.5141983,529.2662197,419.8822293,449.2839461,469.1073436,475.6925642,501.6800343,570.9141559
"DNM2",49,814.4179637,797.0153992,708.3204077,569.5846902,625.7480134,615.8555258,659.5184447,715.4101379,774.6624399
"SLC4A1AP",49,536.3524623,546.8278851,477.8737328,482.6142921,509.2617734,476.6772582,500.040775,499.1045728,540.8302639
"GM49204",49,11.10949254,17.74365325,19.89171982,20.61219152,13.60661729,21.46427699,24.55096558,20.01970908,12.41121151
"SLC6A8",49,1465.530938,1451.280435,1342.940613,1287.017578,1402.61453,1294.988962,1354.671492,1389.090319,1445.07221
"BRD2",49,2757.214658,2813.041999,2572.041611,2548.544147,2709.443715,2506.698826,2535.816618,2662.750946,2759.137477
"COL16A1",49,306.4079779,388.4251713,264.220482,213.5137252,306.1168514,183.4559632,243.2678596,286.42687,343.0481416
"ATP1B3",49,1511.453423,1549.963688,1423.383802,1406.826964,1485.699452,1349.229609,1381.23361,1417.769499,1464.171528
"ANAPC13",49,296.1349872,300.0848005,265.5628312,243.606479,265.86302,230.0552953,236.9696384,265.4251616,273.40086
"TXNRD3",49,93.79802845,95.85420506,70.80464004,70.25851376,72.35741859,45.93549098,60.91044728,83.20077926,79.64421405
"NCKAP5L",49,289.3744337,304.7988606,240.8640627,230.6403313,255.0458173,211.4111607,251.2786685,267.6682878,266.7189006
"EHMT1",49,563.0130085,615.0117344,507.6865293,492.9600176,516.3068684,443.1103166,509.9633002,528.4754378,530.0282418
"SNAP23",49,221.3193956,269.5706451,217.7241789,196.3942936,225.4037954,217.9866997,222.4200222,228.8311625,253.0602187
"F730043M19RIK",49,336.3131792,429.3090808,314.3773029,223.2507815,266.9649823,290.0152561,317.8486989,291.8845276,371.833119
"GM42937",49,7.766979662,13.69056447,11.39185916,8.091377942,2.891645142,7.177786263,12.21673165,5.216717562,6.196772629
"STK38",49,657.3088316,703.6248018,602.5536225,568.0153803,622.6985608,570.8717379,614.7183596,632.1485137,707.9420064
"A730011C13RIK",49,614.3783223,640.1969739,643.9366945,783.7572411,793.8589883,522.7963788,722.9627276,673.5835588,619.8312168
"MYBBP1A",49,766.6384333,861.6074626,681.7292581,667.3527663,681.3596631,584.9340923,598.0564723,708.2453011,801.7538127
"GM15535",49,10.02427695,9.371075011,10.42198471,6.913175314,3.870126692,7.195246416,9.372940833,8.190911201,10.64074466
"ATP2A1",49,9.9135315,22.97939982,3.530548986,1.568229785,7.19669933,2.386517677,2.599589251,6.215772079,13.51528138
"FLVCR1",49,235.0011301,276.6060375,222.9443991,204.3457895,221.8662555,206.8149547,194.3378967,232.1983133,257.6087489
"NKD2",49,51.07206124,60.75893085,53.92421699,42.24282904,40.27999826,41.46173575,49.55268096,44.55050012,63.55414667
"E030022I16RIK",49,1.102195469,3.172377746,7.266335379,4.598274266,7.731462437,1.184955766,16.14662685,7.45672847,5.318898368
"ADCY6",49,832.2542168,1034.610208,856.589076,824.1807948,767.3636499,754.2167623,850.8885117,739.9711805,1007.49439
"COL5A2",49,95.3312494,138.9976248,98.27184803,54.50843712,72.98809166,54.83271993,80.13697987,64.05503604,124.7941212
"PLSCR4",49,52.64507218,76.96383453,56.19312065,42.20970904,44.02699722,45.72534558,56.80219926,45.55617716,68.40578532
"HNRNPL",49,2919.596685,3060.219319,2863.033942,2590.398127,2676.471167,2542.85284,2579.14701,2756.956877,2988.047554
"RNASET2B",49,118.2445743,442.9609692,249.972513,120.1482771,91.40215402,136.0113659,382.0202882,299.4115498,137.4826863
"ANKRD10",49,958.1526327,961.5865586,938.9195759,730.4022576,794.2003572,795.8576469,790.0108865,842.2456205,1045.230983
"E130307A14RIK",49,270.1605215,224.4613084,223.6846711,286.6787341,234.8357476,292.0926614,250.792191,260.7531375,310.1461733
"ADAMTS6",49,92.96933253,99.56075848,80.25914858,57.01265844,63.66141672,54.01219422,70.91510001,68.35995687,110.6622494
"AMY1",49,396.6017873,413.5695142,354.3130794,295.4997971,283.3792428,314.3512146,352.4631899,333.0772646,433.0738317
"GUCY2F",49,18.87624445,23.02714755,16.62577199,10.39473012,7.713059094,11.91957879,10.35744353,10.46412743,21.27463451
"RAD54L2",49,578.2085792,581.0827819,533.3144443,489.4296656,483.6838131,496.1412216,479.593406,509.9802216,572.7277681
"S100A5",49,114.8039325,115.346042,50.78735793,3.371908816,1.934718862,1.22341006,4.940446494,21.08049396,91.63328056
"EML5",49,2640.497644,2614.450358,2102.958645,1685.801268,1541.395769,1629.384698,1715.345138,1802.772785,2573.219729
"ATP13A1",49,659.4190179,721.1132402,692.8587409,560.3233948,599.1942378,546.9468795,600.5046645,660.6824854,782.3494688
"SON",49,7048.670041,7339.111646,7044.212165,5817.584323,6643.271551,5978.952412,6347.347941,6486.979094,8246.213064
"PNISR",49,4411.702281,4742.840814,4342.889412,3400.378278,4057.903982,3352.814752,3914.300638,4069.499936,5547.081551
"PANK4",49,531.9376021,533.0607009,549.8727643,459.128762,504.8415539,440.9856537,500.4541037,512.3654558,586.5862824
"CPSF4",49,285.3486227,295.3824382,319.3816083,230.9388925,285.1332422,214.8301578,257.8437877,276.6630055,342.8064061
"DOT1L",49,1104.895871,1142.59453,1079.826893,766.5145775,999.802793,791.2014779,943.8677369,993.225945,1253.191141
"GM37206",49,4.439195264,3.145378154,4.141835599,3.460208615,1.933170164,8.43849789,6.551935885,7.431499086,9.766246941
"CTNS",49,214.4673378,239.3523184,247.9600801,199.4954244,205.4406506,181.1836663,207.0195462,209.1410288,251.8157432
"MIR124A-1HG",49,15.67664028,5.73803194,8.996526876,10.85409031,24.53214517,16.71820823,8.86097467,16.10558917,32.21768408
"EWSR1",49,3190.98143,3501.89709,3267.72404,3010.191677,3122.051297,2577.046826,3099.21546,3082.214165,3688.948924
"CHFR",49,601.2350046,633.3857089,600.8858321,549.8270722,563.0848808,459.0536587,562.2958661,560.0326238,660.9716478
"ACP6",49,196.1280627,222.6620626,201.1800087,154.8231135,187.2279576,135.9056198,180.5298712,169.3416348,241.9280957
"TYK2",49,236.3520058,275.8571684,265.9171501,214.0576314,240.2614498,187.9922808,227.9924351,231.8935579,296.2128929
"LTBP2",49,16.80844783,21.71992887,33.73024718,4.700786208,7.169904499,3.320264936,18.63103798,12.12948924,24.3721603
"CASP8",49,39.81434364,43.23928092,49.0088898,31.62212613,31.97109132,25.9146368,34.97219232,29.22801274,44.13923603
"NACAD",49,669.9234876,683.6167145,626.5086577,546.9285153,563.1624778,426.4392637,628.6708924,558.0662439,637.4793547
"FMNL3",49,193.4179257,202.3647287,186.2248875,145.280951,162.2419845,111.2774235,191.8876753,152.617823,200.9788742
"ZFP362",49,301.435814,309.228749,296.7856562,260.8392295,281.8273265,223.3669642,298.0190998,271.0424871,311.965151
"POGLUT2",49,148.8119081,147.8310486,138.8494848,112.7004119,122.3848825,105.3651296,146.6550121,123.8971033,143.3986822
"TRIT1",49,197.5545065,205.7151831,181.338955,151.7437799,155.0201795,123.8236995,199.1567164,138.9866162,210.3353038
"LTBR",49,81.13717582,80.76539334,89.24166771,70.55928723,66.46380104,62.62471749,84.0008904,85.87780282,95.93565796
"SLC27A1",49,1075.198286,1066.306267,1074.249296,970.1455369,925.702383,873.8748627,1046.230007,1053.021431,1207.27259
"SRSF2",49,2051.221235,1968.463326,2092.548467,1871.946122,1768.859855,1837.27838,1902.699751,2035.158074,2108.17748
"SLC25A34",49,124.1166465,101.8959773,116.188411,87.68263066,76.92190192,82.19701569,102.1561703,114.9683485,130.0617059
"ELP2",49,1411.00497,1360.171343,1428.871155,1347.67291,1323.985025,1266.983731,1339.568549,1396.506312,1436.069284
"A430110L20RIK",49,25.9056363,19.52732914,28.58919555,18.02656795,16.98172633,13.32772019,21.16599965,21.89324661,27.06804008
"RAPGEF3",49,529.0537723,420.9262928,564.282178,303.3898061,260.1432526,334.2157944,407.5300855,448.7444163,468.0616691
"HIC2",49,140.4027904,125.2788386,142.4176508,105.1097571,102.5883602,113.1056642,122.0280265,123.0972101,132.6199544
"DBI",49,959.6417129,930.9433586,966.9625065,803.6038842,739.3499731,806.0806846,915.5590258,873.1781106,909.4479563
"1700040D17RIK",49,23.04855518,8.589081119,4.6894203,7.464109491,8.122027191,9.98232368,6.615383083,5.696842834,4.550135926
"COL6A1",49,1706.327424,1559.237634,1709.869151,1275.755525,1045.409472,971.5018267,1369.830534,1316.937007,1953.820932
"NSUN7",49,151.8676856,134.6394221,159.1484439,118.6150516,96.72515383,93.87827879,109.7857578,129.4805853,174.6856254
"KPTN",49,258.4892191,239.8229333,257.7274678,232.3291959,202.3707848,226.0044735,241.3783299,228.9358905,284.4651974
"GM6475",49,12.07749447,22.27202702,3.130828988,3.421900284,2.916154367,13.00010022,7.652619925,2.221657979,13.29728836
"ZFHX2OS",49,65.74788924,114.3075314,63.8875359,68.48308771,43.4030719,39.18688472,52.58153832,111.9300554,93.52332544
"GM42600",49,36.54984292,23.07075237,13.52235665,28.88267082,29.91706614,10.73757874,22.59588535,23.87381161,23.91859537
"MR1",49,86.11012186,71.83277837,94.1842751,61.20584585,61.22807492,62.31242552,67.77856429,71.77715659,92.43391806
"RCOR3",49,323.8459815,292.2757039,364.0465322,241.4029478,261.3521321,226.6030127,240.3683254,298.8241369,388.103429
"GM17066",49,6.66273939,18.79331016,16.6560778,21.91999369,25.12138014,23.84007826,30.11630231,18.67487393,23.06132445
"RNF215",49,293.1579904,264.8267452,277.8315202,243.850796,249.7194025,226.1648097,274.0907953,256.9099389,287.180391
"P3H3",49,329.7707096,285.4909261,306.9878479,244.6148244,259.8905406,230.8400174,304.2556016,284.9045365,333.7540267
"RAB34",49,203.5733925,175.1932899,172.5713065,139.7920069,139.726361,110.0194859,163.2431752,166.9033005,193.3056847
"2900076A07RIK",49,25.50886802,31.41427742,32.29885536,31.12420356,31.85926971,23.74618516,34.95529181,31.40974192,29.21277622
"GM27032",49,2.203521628,8.490355364,6.238479359,5.743744471,3.855990772,2.353988381,4.770474575,5.22277147,2.659503555
"TRIP6",49,83.17963566,60.57736205,66.65696262,44.63371812,42.55177144,36.77207302,59.83464442,56.72899383,66.44069758
"SLC9A3R2",49,564.5495063,499.2076191,522.7090421,469.7518,448.3189515,423.084504,480.8503779,507.7758571,498.9617683
"FHL1",49,1603.717028,1343.564936,1431.808176,1224.0635,1047.340443,1072.115044,1229.086126,1330.185282,1372.915913
"CXADR",49,648.5748963,632.5634935,629.8939047,588.0629019,487.9160932,590.0661577,552.9664428,615.1986518,695.8325158
"TMEM198B",49,128.4115789,122.7886642,120.2536277,111.7935763,84.79614003,98.66481354,93.99700558,117.4455655,138.2440396
"GM49493",49,38.58669745,37.01227071,36.42823725,28.71315129,28.06077917,16.47394638,32.4567249,26.10219745,22.12970633
"ZFP939",49,93.22811325,98.62139396,91.94903304,89.05881317,66.88122043,76.44857263,76.03883177,93.25931794,100.0296776
"PSME4",49,1245.033554,1286.88356,1140.035982,1174.773749,991.6442709,1024.631231,1034.105782,1182.566826,1263.296692
"AW011738",49,140.77344,132.8467541,123.3071903,109.815714,93.1582858,99.45483395,109.9180202,115.4013521,138.0417123
"TTC8",49,370.0120363,350.7399196,349.3022487,313.7588962,246.2062652,252.8489132,272.922077,321.6892623,375.0701319
"FAM219B",49,316.7332721,322.1566163,316.8166626,294.1999827,260.287313,268.2029476,279.0647051,287.815601,320.6538
"PHGDH",49,865.7653014,907.2223523,787.6668448,792.6439565,682.5213789,807.4871459,853.5131877,822.0738772,882.0364232
"CMTM5",49,339.1281799,395.9812436,335.3599678,310.5084826,266.9671791,324.18112,334.6202538,341.0852914,362.3746819
"PWWP2A",49,386.4755265,402.3306763,376.1013863,358.4688623,326.9563833,369.649924,365.0172668,369.4499856,398.9130216
"EPC1",49,700.9971137,692.4437605,650.6517886,607.4935534,559.718705,619.5853742,658.0039931,671.9802404,679.0728451
"PAQR6",49,64.22450972,67.71526999,53.57902035,53.52520982,37.48499214,46.75399879,53.03527201,66.72864139,63.62015228
"GJA1",49,2678.505815,2659.373677,2537.380641,2128.275201,2261.957568,2381.706379,2558.689012,2506.742033,2782.787599
"PHACTR2",49,638.9127104,653.8437967,524.2232023,367.0837207,436.3000783,502.7736651,600.7121956,536.4653375,675.5724216
"A230077H06RIK",49,7.971079128,10.34243333,19.33561375,14.91814467,11.87500881,24.72458495,13.89329214,22.39710608,12.24885046
"GM19236",49,18.709276,80.40840585,0,0,0,17.60464299,31.45333934,10.48151966,48.67750309
"CLDN10",49,381.5374096,395.7307284,350.151758,336.3590998,310.3094428,348.1096556,379.3749958,370.5503343,406.152054
"STK33",49,20.34801663,19.53773488,13.8366398,7.277458552,6.105561683,14.84172059,16.58341783,17.23631965,24.4323739
"GINM1",49,222.6700238,224.6155358,209.8978012,171.3508026,168.1596158,208.3233861,243.0486973,206.0934082,278.2962341
"GM48079",49,28.72695327,24.21936935,29.06362237,28.88385112,47.13968639,39.08999915,23.6809451,36.78243784,20.34342349
"ANO5",49,22.08418013,23.77132539,19.699528,7.655928786,15.54227599,14.66507864,17.83062395,31.4817071,38.73015827
"NPC1",49,1015.047873,1079.160843,998.6603182,965.838915,987.4892326,980.8501058,1035.280925,1052.050626,1123.275388
"CEP295",49,591.1137235,652.0564695,513.5414682,462.5874228,547.7012737,502.8172042,561.6782231,631.8491433,704.6794485
