"","clusterNumber","ANS01.PFC.1A","ANS01.PFC.2A","ANS01.PFC.3A","ANS01.PFC.1B","ANS01.PFC.2B","ANS01.PFC.3B","ANS01.PFC.1C","ANS01.PFC.2C","ANS01.PFC.3C"
"DGKZ",7,6852.572971,7585.37777,8497.830362,7946.864019,9651.457754,7659.749709,10044.62715,8493.240698,9319.571342
"ADAM15",7,882.2935767,926.3608656,1235.951308,1079.468639,1266.098044,948.9084279,1445.511175,1143.612956,1308.970093
"BSCL2",7,951.8974122,953.1969648,1043.058068,1003.484194,1055.296781,931.6680367,1110.547047,1013.10914,1045.047426
"GRIK5",7,2919.340285,2877.317068,3145.59236,3072.095648,3271.881876,2936.372128,3449.60083,3206.356223,3199.155743
"TTC7B",7,2888.309476,2789.502899,3205.378389,3016.975169,3272.806678,2928.976755,3423.576982,3249.853575,3236.084554
"RIC8A",7,632.3500573,636.7109208,780.2265751,710.7606977,911.6667705,637.2091454,952.9603853,833.0739568,884.5095024
"MAP4K1",7,10.16093163,9.799495219,18.2580973,13.85767108,20.46234465,10.78351965,23.37416752,19.45447252,22.90496657
"KLF6",7,963.2816452,971.8819682,956.6511921,1057.233979,1114.014306,944.7109574,1111.554145,1091.583693,1040.973059
"PINK1",7,4928.524914,4748.282638,4622.922586,5441.6046,5550.825151,4812.664035,5799.98026,5659.663644,5422.465621
"DNAJC4",7,114.6089764,106.2065983,111.6166086,129.3737795,137.292465,118.1646827,135.6346402,129.561977,130.1681225
"GM10432",7,109.5416586,130.3267896,149.6185983,106.0160295,108.8931567,102.986368,103.2689098,92.20419016,140.9492996
"TNFRSF8",7,40.62038299,32.6624532,40.19942391,50.81280568,51.73134542,36.34269378,56.40725323,47.86617187,51.1086922
"CITED4",7,77.48393985,51.3818827,69.92924841,94.37612068,110.1199414,56.79418937,117.6498264,86.54951415,94.65036156
"SGSM2",7,1528.750999,1429.848094,1764.261247,1648.848497,1817.475966,1622.673675,1982.338424,1812.333069,1950.875214
"GM43081",7,105.8899721,78.32594023,68.39542043,54.29423965,65.69924833,70.09906693,41.96500373,71.2059019,143.9279713
"EXOC7",7,932.9949861,838.4698621,906.0461077,1095.684374,1083.335613,1009.279834,1167.750025,1078.901194,1173.814402
"RTL4",7,45.54592741,41.89556058,44.70282533,51.95243716,56.90756178,51.29033714,62.08299649,60.42387753,61.20375696
"GM9905",7,14.32552921,13.70917299,16.69304122,21.89601378,15.47081553,14.16586434,11.39294565,14.15345338,26.59747647
"OSGEPL1",7,224.7599158,231.8887729,238.3854736,272.3454777,240.187107,219.0285697,212.9520903,236.0865926,283.846721
"GM17193",7,1211.801881,1067.863583,1082.531936,1138.286693,1058.154711,1021.74861,1194.964621,1107.074794,1144.673155
"NOD1",7,67.75578763,60.90404091,54.27498806,78.31783852,58.55247983,49.33499306,50.00782256,57.97361305,86.83920811
"GM43300",7,14.4749146,17.73122161,21.85726561,14.98552006,8.698062193,12.03386315,12.16363996,11.15624216,17.73497798
"MYO1G",7,4.58487973,9.48418935,2.790519585,16.30304221,7.337432069,3.815739614,3.496029171,3.834061385,15.84048579
"ACAT3",7,88.69380939,102.7398689,86.44829507,130.5337305,99.35339915,76.20770787,88.11108772,85.87375525,134.0804371
"RBCK1",7,1066.403141,963.6967123,1029.859098,1194.776483,1018.183101,961.4861184,988.9347743,1107.668376,1245.232668
"IDO2",7,17.10456621,14.63941788,17.02127863,38.85560825,19.98572627,13.53573989,13.04547511,28.49586773,34.08724486
"ZKSCAN16",7,422.6196024,356.6921197,349.4389172,498.8120258,431.7937259,415.3896443,334.9650586,402.4819246,520.02266
"ARHGEF37",7,43.19817544,27.6722925,26.30735454,64.68770519,46.97675754,26.61466671,25.824595,40.75344931,77.41514876
"GM49706",7,14.40073609,8.371013878,11.47545284,2.304697909,2.896478425,3.552163318,8.514984553,9.757413137,16.79614508
"VPS52",7,1022.427086,1085.772726,1103.580747,1199.370848,1157.520974,1101.811648,1067.62405,1107.739042,1221.305736
"DOCK7",7,625.3003196,689.9870902,728.4128292,826.2619531,773.4293749,729.8696134,694.3368588,793.5032961,836.9231062
"GLB1L",7,80.16609899,74.91038609,96.97877367,108.8996542,106.5774831,82.46418817,73.86610287,95.27464627,126.0220851
"GM48714",7,14.33213726,13.72762219,9.345125047,15.01639528,14.45027492,3.542741347,16.13621063,20.99706359,23.87937951
"ZFP2",7,388.8017902,375.550088,397.5378198,439.4386772,415.5124762,407.5995707,367.611985,409.9083033,450.777844
"4930578M01RIK",7,43.14086444,31.393617,47.41118523,31.21669866,28.18197913,34.0543916,34.68492019,41.61245338,44.5166602
"WDR11",7,743.8858022,763.6535052,812.0473146,857.1821109,803.5630479,780.8615271,750.8979521,794.6452938,871.7316555
"GM32856",7,6.661909937,10.44238052,3.129121199,1.153657818,3.864229247,7.134536141,6.600849307,7.475933051,12.3913409
"ALKBH3",7,88.2410364,78.82140724,108.6674261,134.2684483,115.2704751,83.39386471,90.45782716,93.34380981,129.1821796
"GM45124",7,26.51424866,31.65112656,27.04291289,23.09300282,31.79626145,18.9615527,40.66698115,30.66142552,32.72933566
"A930012L18RIK",7,96.12809525,106.3649616,87.2796409,91.00250705,121.6430137,84.14806579,108.9861762,79.94612714,86.84967639
"5033404E19RIK",7,1.116929637,6.230964081,5.199141239,6.927209049,4.834606939,2.425565844,3.723189917,6.668897037,9.766822101
"GM4673",7,4.419047386,3.162036997,3.120770783,3.457176414,7.716960757,5.923679977,4.737705766,5.230188512,3.541681121
"GM44037",7,1.11439868,7.261330389,4.187675118,4.59505322,6.795708209,2.408313422,4.667489946,4.460607461,4.432940241
"RPE65",7,19.68330286,18.61465208,18.74214515,29.05907891,25.71543535,16.64669141,19.45615532,18.45648159,32.31633532
"9530018F02RIK",7,10.0785188,9.459883464,1.968612776,0,2.185607056,10.319626,4.888747967,10.38550463,16.06922309
"ZFAND1",7,364.335299,297.4614326,325.7767051,376.1573534,336.739946,334.6712579,325.2741892,374.4393702,388.8438966
"GM5148",7,61.2347644,35.93541784,47.71278367,64.40951685,44.66375734,44.08862269,42.77977544,57.8949974,61.64231817
"GM9776",7,51.96667388,36.27547337,55.24464123,60.35235821,46.5648517,44.85348597,47.25697766,59.82583663,59.17073379
"SPINT2",7,185.5859437,116.2460516,172.6860157,199.6860871,174.2825308,128.6004863,179.8799808,195.1894283,209.967626
"PHTF1OS",7,31.84142027,14.21522289,18.32785043,31.76446277,22.10123217,17.74964289,23.99998777,22.96415121,28.64948368
"MLST8",7,492.2391562,416.616238,466.1176663,518.0095344,496.1019795,451.0069694,470.5315202,472.2475579,529.8957426
"ZFP827",7,912.9496921,833.8316308,878.1619607,914.9226218,890.0347711,863.6063534,868.0084899,877.3803146,928.7033006
"FOXQ1",7,49.53861408,34.86791811,49.06909222,61.15856069,56.85347941,39.88261398,37.18885092,58.3772097,63.69288352
"GM49492",7,2078.014449,2025.602985,2251.019236,2372.247167,2323.368519,2017.762244,2513.619827,2259.243938,1932.024304
"PPL",7,10.63944597,7.159370455,11.12006019,13.54671659,11.20646991,13.56968151,8.373812739,13.14597334,19.63803452
"4930581F22RIK",7,52.36759851,20.60745675,58.2048275,54.13226873,54.91040557,60.00637107,42.75512134,60.15422244,94.10706082
"GM36823",7,1.10281905,5.294120432,9.319099314,6.923193464,9.64978006,7.121205504,5.681004555,8.22196013,9.727510618
"NUPL2",7,117.6021534,101.319141,129.8084263,133.2909737,137.7832177,116.0698763,122.7896598,124.8061229,166.5325844
"GM30238",7,299.0988744,210.1177298,203.682923,285.2584346,236.9348183,311.3310606,186.0622358,222.8535503,232.4250714
"ABCC10",7,129.7009426,115.9867908,133.9639873,145.5464924,135.9000669,125.5652422,115.6717718,127.2164452,179.6575464
"TOMM6OS",7,15.24651232,5.844051338,6.029601629,6.598475509,9.367512044,7.852933692,7.08540907,2.593508601,13.39906186
"OVCA2",7,227.6133361,175.7170635,222.0392019,240.5158819,238.5979755,201.686954,197.7758758,218.8837556,277.6839047
"4930431P19RIK",7,6.644351847,1.05088632,2.077284766,1.152954125,6.752440237,4.770519348,5.655711974,2.986830298,4.430776625
"MARK2",7,1635.044803,1459.189549,1714.780348,1654.893661,1663.890391,1577.767567,1660.156957,1576.999553,1819.023137
"OTOF",7,369.9560765,195.339746,343.8260354,357.1355057,349.1991506,289.5664555,381.868447,327.2570089,482.1857084
"DNAH9",7,67.55789301,44.98804593,63.9009945,63.84016084,66.96734679,44.89840411,58.28455377,50.17052337,86.09431708
"ZBTB25",7,166.9153166,108.1829134,150.2356187,159.0337453,153.114856,134.4050049,141.0657412,132.0856161,188.1945675
"A230052G05RIK",7,6.591563631,2.119900708,6.245259059,5.773983319,5.777671468,3.512584043,3.824078581,5.251762524,11.48510534
"0610040B10RIK",7,17.88100345,23.97735146,12.19071893,7.741617364,7.706384811,11.1260733,16.5465123,16.92977146,8.267620939
"SNCG",7,18.61917307,10.62277774,13.55975807,22.90265513,18.36677573,12.90279793,21.11041405,12.69758301,26.56381966
"DUSP2",7,9.76552502,3.149279715,5.148028072,11.3874059,7.650851952,6.973074892,11.34321172,8.865745075,13.50540423
"NLN",7,548.2115981,506.9098331,542.4264394,588.3611959,573.1891343,539.2478556,554.3613142,556.453753,588.0959258
"RNASET2A",7,25.50240769,22.99374363,33.32654177,37.96197796,15.46519147,29.74508361,17.96113561,23.89586967,35.48795036
"PLK5",7,201.4008888,151.2032638,177.2108772,243.1872678,205.5455331,199.1175955,202.2055231,166.168833,261.9965322
"GM17597",7,22.01949521,19.38727787,27.40132222,38.53876747,39.91341436,17.77156242,31.99358125,20.70629317,50.00194667
"PNPLA2",7,229.0643379,208.478912,162.374728,222.00679,226.5136029,187.1029004,208.7408699,271.7481986,279.7140891
"4930500F10RIK",7,165.6529984,135.5361168,161.5108614,114.1236291,146.3335431,187.0335683,153.383669,129.1896278,154.9065562
"CDNF",7,21.01998611,14.66908967,14.58484027,17.28842326,24.14572085,17.81976161,15.12009643,23.19221111,23.91366859
"GM37844",7,5.51311623,5.284226632,4.157208579,4.614991654,0.963738526,3.549636595,2.845587644,4.492347376,9.720905157
"CCDC62",7,57.39620326,30.94940416,26.5343945,40.41204853,64.0284235,27.19422801,33.74460469,67.46705107,72.53433014
"C530025M09RIK",7,22.04938345,16.90027339,15.61256619,19.62244269,26.05319633,14.18996526,16.09535819,26.17944719,27.42160204
"COMP",7,5.074351974,4.207892049,2.063099804,4.368627804,8.231843068,2.30752672,3.179627621,8.508545833,6.879841279
"4930517E14RIK",7,5.529591971,11.56616346,12.46463328,4.619956081,4.822970607,11.87780344,4.72425016,6.73224788,14.16325028
"GM20387",7,146.2335679,105.8642304,120.7035874,165.6169892,173.7120219,136.4082281,120.5634192,134.7518387,155.8079387
"FNTB",7,366.6092384,341.3896297,346.3882379,365.2319683,366.9647324,342.8586516,334.2064441,367.4390051,370.1349725
"GM47939",7,97.98003431,119.7879919,84.47281734,99.18107658,87.0119044,104.3565944,102.9890769,103.6238534,100.9699026
"BC051142",7,37.60947901,24.0431442,17.30305487,37.68655559,34.86035816,22.82060491,23.26065326,42.43404469,33.09050356
"GM47512",7,43.13915161,39.94394904,54.06010986,61.11036052,55.0043408,59.33501244,45.37813242,53.11567847,50.49576972
"COQ3",7,256.4350141,219.3379162,219.5019239,262.4785499,260.4146981,245.0202281,246.1641951,267.6364539,254.0282337
"FUT7",7,4.430597771,0,1.047371093,4.644407221,5.508618463,2.365594403,1.928397024,4.535765776,5.359754177
"TSACC",7,10.9095169,5.109561384,7.032379343,12.19245568,12.18531882,10.2525312,6.416691794,14.19592162,11.09902754
"RHOB",7,3455.606643,3125.360008,3274.403616,3626.903504,3464.429348,3401.47158,3351.521007,3766.429796,3566.110824
"SUSD2",7,160.7764107,162.0985406,173.5767546,188.0728305,196.1441849,168.5188649,164.3648838,195.2225307,178.002433
"GM9936",7,8.842640907,5.263565452,3.118747124,5.765511612,2.888924669,13.01543515,5.689599961,2.249887023,7.96274525
"ACTRT3",7,12.14429808,8.416944257,13.52351038,19.55952452,16.42485674,13.01582312,12.338917,20.18695535,15.07220858
"MINAR2",7,482.9913631,402.4822673,499.2352789,591.6346528,541.5331261,459.5882329,480.6387916,556.2029439,525.9503898
"TLR12",7,8.792351059,6.368318229,10.3629245,13.8445435,13.49639251,7.054495926,9.524108055,13.51573322,13.26866319
"COPS5",7,1030.913046,926.2806684,995.1119947,1069.065447,1069.954383,948.6860409,995.9002186,1104.325022,1030.213875
"KDM8",7,50.61412683,47.65153793,50.90038288,58.7987941,56.81722859,48.26711535,53.37957915,62.98399114,54.83484498
"D230025D16RIK",7,615.4641122,576.7643184,683.763412,664.3132642,690.4389633,641.1977527,654.7323942,719.6791173,705.6173475
"GM12447",7,15.25671878,3.590850172,9.777825063,13.65510409,9.320657436,6.206436413,3.221443406,13.97602837,10.66784098
"NRROS",7,81.54705028,60.88582746,98.26071451,96.68917044,111.7090305,63.43498521,84.7392067,113.6106295,130.1767471
"GM20208",7,11.13842973,9.397592757,12.48896903,10.3878528,13.52945155,8.405434218,8.417714806,13.38882732,19.50562977
"CRIP1",7,26.26303207,26.57930252,40.46668632,36.35929691,41.68086926,27.22749041,37.31457219,50.2198162,50.30078443
"MED24",7,1518.408468,1437.469784,1696.404185,1726.620662,1739.909702,1584.106619,1767.872468,1942.435767,1967.576126
"SMG5",7,1320.05152,1207.123151,1301.100471,1345.708829,1413.999574,1235.120305,1314.559383,1377.998341,1373.130499
"SLITRK1",7,1580.003183,1507.997699,1588.372953,1632.366243,1696.396015,1554.677221,1619.306354,1687.393487,1659.352941
"ALAD",7,194.9889134,181.5944819,223.5854118,221.0265086,247.4469325,189.5664708,203.7243722,228.0431703,232.915419
"PCNX3",7,807.3250052,781.2140963,844.5555705,831.6752683,926.4529199,797.4092203,823.273706,889.4759335,910.0553554
"VSTM5",7,150.8018675,151.9817709,159.31216,178.4116812,181.5799443,156.64403,171.5046785,184.9232541,192.054821
"GM45737",7,42.02728302,69.07590918,64.06597489,43.3053876,45.69361355,33.02225871,53.45371915,20.84866722,23.91447643
"EIF2B2",7,323.0392208,322.8302709,311.1400417,383.4034825,415.1807177,278.3562524,356.845345,396.8580201,418.4163341
"SFT2D3",7,73.97441944,70.44870052,72.03405722,82.86070594,88.04520304,67.49934643,75.79576041,93.97762817,96.52031969
"GM12522",7,19.87528748,18.92285188,17.70746663,26.4982415,32.84685512,16.60048185,24.61305059,20.93750291,28.32903394
"DRD5",7,41.86559389,43.30281301,43.68216629,59.99362096,65.65083176,38.92770764,48.44603389,44.11146024,55.78460247
"FABP5",7,1016.61636,1033.960676,1015.198572,1138.356563,1202.374711,968.1719958,1094.889316,1026.973217,1084.660782
"TEAD4",7,5.117031919,6.910258671,4.846742303,12.90525857,16.54473869,3.271997316,9.745742063,7.333494619,12.36864199
"NAT9",7,181.0835415,190.5440437,140.5720547,216.499737,220.4828523,144.3963166,196.9695596,162.5689066,199.2138913
"TRIM41",7,722.7572776,654.6936958,577.2453355,892.6368207,875.2572438,651.5065087,822.3855362,658.2470428,810.3184233
"RPRM",7,729.4361319,714.783929,683.2479924,833.3162832,808.6645732,704.8823427,739.0077964,706.3727945,783.8273351
"SLC9B2",7,61.53933205,43.44797453,54.00244009,61.71437307,73.91851339,47.65651876,75.56433002,54.82354268,73.66489631
"AGER",7,5.481889062,2.516012341,3.081039491,5.4959025,6.024950031,3.741488964,5.948514999,4.191384437,5.52904035
"CD14",7,29.82023806,19.64093704,20.38092249,29.24514801,34.60829045,20.69411065,32.66908027,24.83653647,35.59944656
"NKX3-1",7,25.42579203,18.94132882,19.75153598,32.32902193,41.47166011,16.60944994,29.31865592,20.95647474,29.18063917
"PML",7,194.9418045,167.5381264,181.8911983,200.7877746,223.1409666,171.8145996,203.2329445,173.8806437,202.6907776
"R3HDM4",7,2923.271249,2600.828506,2800.28167,3069.953968,3112.857118,2709.599759,2936.634068,2771.894999,2865.92979
"AU021092",7,32.96303014,18.04215286,28.0414033,37.95212673,36.65153788,19.9091735,37.35188782,23.97054742,33.66598232
"TNFAIP8L2",7,18.65217687,8.502179454,13.54783243,16.07930645,17.3690825,12.84278412,18.24119917,8.979673578,16.81965248
"RFESD",7,167.5971033,129.8273944,153.4211403,175.0871513,158.050257,161.4220573,158.2591337,118.7606161,175.0723779
"GM47096",7,7.727476374,5.279454353,9.361680818,13.80626639,13.52805554,5.940704624,4.73440488,10.43139048,9.73515399
"AU020206",7,42.48895867,89.5912873,91.10706863,38.70239011,60.35563917,35.33275868,53.30939881,61.4055918,77.65803063
"GM2464",7,11.0715381,27.28130393,22.87155712,21.85807072,36.65444463,22.61143457,45.40691551,27.69611036,7.968858456
"GM13212",7,4.643682233,4.71335628,8.300323914,9.138889624,8.351109321,5.515758832,10.75664207,4.022874967,14.00954668
"STK16",7,554.5159679,549.9891591,582.7493863,609.0857966,603.6295755,532.8599831,635.7136086,539.6995717,647.9277136
"SCO2",7,77.59578921,59.67149604,62.64982649,68.69289011,60.06065854,68.81756538,64.49280371,78.22912413,80.7168888
"MED16",7,695.3379441,612.9205365,632.8431552,754.626462,686.6917319,627.6737833,806.3489613,718.2509102,717.3774958
"RPS8",7,3001.149762,2840.992666,2885.004607,3422.886979,3144.005306,2895.601623,3573.623184,3086.345624,3287.302336
"CAR11",7,1783.089292,1683.560844,1764.209014,1943.692331,1783.213447,1814.490729,1966.937628,1811.22392,1874.455077
"AGFG2",7,559.3722283,500.5396291,508.5561067,649.4089124,532.0244534,569.4001996,663.3091669,586.7856414,580.6227648
"JSRP1",7,36.14692734,25.58843831,24.07022027,42.57173494,45.44408541,33.68245293,49.28542125,42.03659899,39.28055447
"IMP4",7,426.3842799,354.257441,363.2665507,466.309562,457.7094655,420.1072457,466.9515507,466.3686912,435.4193566
"THAP4",7,261.7882667,212.1193094,219.5539896,304.4408612,264.3395491,256.2382515,298.4654554,274.49674,269.9224914
"MRPL55",7,272.21034,202.5431434,205.7613782,287.3154157,248.3298611,234.5852625,290.4956196,271.1781964,259.2090298
"NYX",7,9.918799311,2.111093053,3.116207056,10.38492957,9.633122115,8.259300465,12.35496744,7.497809876,8.855130366
"GM49785",7,11.9095348,23.62910851,21.47937433,17.21233949,44.28079632,50.08736046,21.17538051,32.4953109,27.86805735
"DDX39",7,175.4763368,156.0999328,195.3303441,195.2378284,200.5126712,186.4769309,230.5501322,191.1200017,216.1380768
"GM16168",7,62.12013408,54.37707153,87.71014954,90.51421053,70.96932764,92.43097534,77.45082368,59.94000478,49.92784317
"GM12758",7,200.9233677,154.6678431,195.1612632,207.623115,196.1535011,114.8461567,147.4727795,202.4158156,228.2101769
"GM16793",7,44.22768633,43.13722586,54.01725422,45.01179263,47.22424674,41.5606934,43.48264848,45.71505888,57.48421475
"NAT8",7,7.690793612,4.240215255,12.43957774,14.93889666,8.702977707,9.467192597,13.33402405,14.92578989,13.29209856
"PKP2",7,104.6695346,58.90893708,125.5481988,133.4848609,108.8135536,110.4287504,118.0541856,142.3160181,141.2489639
"GMNC",7,14.12382113,10.41858038,16.95754795,18.04018249,16.09714041,13.64720319,18.1120145,15.66020296,22.11745456
"TMEM203",7,79.9648219,57.51829023,88.34871654,108.6892996,99.06103022,76.45144184,101.4394421,98.82319581,118.901885
"CORIN",7,4.474925818,0,6.307876513,8.167148729,2.79745592,4.786401296,5.500691781,4.54463735,8.957751966
"PDRG1",7,489.8035646,447.8245396,525.1868882,544.0385803,497.1912183,521.4755988,541.3706852,508.5181456,551.3021352
"ERCC1",7,196.3418288,144.4785141,216.2834637,233.055351,191.8852719,176.8888776,233.0931987,198.3411002,219.0884067
"MIRT1",7,12.20509814,3.138838251,9.392218185,13.80090509,7.744777469,7.177871379,9.400814013,5.207380206,7.089108793
"GNA13",7,943.8086535,868.8434394,829.3295859,930.8103721,949.9382586,931.958934,984.5806758,931.156928,1021.760006
"GM10030",7,6.005026313,3.265870641,2.417235176,5.569937618,5.981020823,4.595405033,6.810128741,5.940000404,7.553690327
"UGT1A6A",7,20.76593439,14.90021248,13.63357958,32.13115259,24.49382658,26.76895607,39.82992681,29.14722427,40.44602558
"2900093K20RIK",7,8.886619632,6.269138184,9.372354353,5.766475306,5.800523697,5.974198997,7.519659696,8.950265827,3.54341197
"SEC11A",7,304.3235934,302.7003739,293.7813696,334.6176453,345.6592674,305.144275,354.7471935,305.1861099,366.2673984
"NAT8F7",7,2.188249252,8.518114338,7.306638195,9.138359032,16.47515986,7.018961807,9.616984343,10.41755394,9.761029954
"PKD2L2",7,13.98145984,11.89639833,9.52819667,15.93492681,14.78073414,14.4073373,17.92564861,13.15161328,17.10853849
"ZFP108",7,82.96135451,87.53453196,71.18988467,95.86016356,89.63834188,86.03428364,106.0585272,84.63680235,105.8039536
"CMSS1",7,114.4353969,104.3984246,89.04673193,125.6632913,119.5134214,113.5694391,115.1480526,100.241684,132.0968911
"6030400A10RIK",7,6.689548787,11.45785399,10.38681419,11.55219006,9.661940993,10.85070246,8.399262272,8.927660369,12.42196785
"CD68",7,65.08802717,61.88569047,53.07057536,89.3660783,88.26939206,84.66161343,83.20771304,57.10476545,87.29433502
"GYPC",7,13.17767505,14.82940422,17.59111255,11.63263855,10.54411303,8.237019118,10.34305351,7.553705378,9.806438735
"UNC45B",7,7.972427573,5.899831725,10.4427132,37.34108872,20.04855525,42.10555414,33.56348485,6.706047903,51.4619339
"GM47701",7,194.3274517,148.4554006,93.50987799,217.7720979,188.692349,135.7976493,168.7882759,270.8428783,125.9243946
"TAF1D",7,350.4275646,367.5035777,361.0048032,439.2883253,380.5931826,401.898847,418.7658902,358.8711685,471.0443939
"SMIM1",7,115.3948386,115.7629827,110.832346,156.5678874,144.8521023,152.3579274,175.9362909,115.6559702,178.0532023
"KDELR3",7,4.408899044,2.116746639,3.119735807,6.902872218,4.828666999,4.716864629,5.709014351,3.727362017,6.209000849
"ABLIM2",7,2164.935293,1580.434084,1876.525182,2682.681651,2074.966137,2202.555925,2227.794128,2125.422911,2300.076573
"SH3GL3",7,479.4325876,422.7477544,440.4997684,559.324129,496.3311697,509.3369921,514.787148,516.6063163,519.0790724
"RHBDD3",7,162.4455429,125.8140441,146.5521149,210.878203,160.8374005,154.1965876,181.0325394,184.6313956,186.044319
"PEMT",7,10.47084651,8.463260847,10.63111081,35.00681289,15.21873117,21.19163869,25.70718644,28.64274026,36.74010738
"5330438D12RIK",7,47.52257733,47.41491209,47.28028935,96.04368898,69.96050528,63.37355136,81.30010856,70.02660145,86.70273818
"NEK2",7,18.25881658,15.50745167,13.1741164,19.07983457,18.08870517,15.8196123,19.45353865,18.97488186,18.7718404
"PLA1A",7,18.74836212,11.60905919,11.42570385,20.74390493,18.31884771,16.49891947,19.03578463,18.72020616,21.27163043
"ZMIZ1OS1",7,2.207725961,4.22017921,8.311552667,13.85914188,4.817699632,2.357752342,2.847991806,3.746724253,4.427917813
"ARHGAP27",7,216.3628531,178.6391337,162.9421035,219.7564147,189.949053,188.9905753,221.4025004,185.7561862,242.0406138
"DOK2",7,9.723586028,4.86488126,3.176409043,13.25077438,3.677518185,3.592266182,10.64330221,8.926880707,14.8741011
"GM31024",7,564.5869506,572.260726,638.4232521,665.907357,587.4649683,588.9880311,611.1038794,662.3038519,565.4872658
"VEGFD",7,28.62460952,23.00898655,23.79522509,48.17739213,30.71538291,30.69283922,32.00462077,46.75044056,42.26747735
"SPATA32",7,5.495935475,3.17529636,2.091170144,10.3407107,4.828203864,5.853195826,5.738351608,9.716282777,9.740011219
"GM9996",7,33.02768443,28.51165378,27.13110134,36.65875465,32.93322404,29.54869849,32.3882532,34.93732645,37.27845215
"CEP83OS",7,11.29689246,9.226549651,11.09447265,7.898949709,12.12443628,8.510565337,6.220979413,8.957123488,5.016236815
"GM20457",7,19.94275256,11.53733087,3.118520095,11.52919827,17.36140378,19.02882447,9.452712824,16.43335557,12.41115021
"RND2",7,1051.681202,946.6828528,933.1638986,1130.413753,1001.693468,1008.128583,1053.062313,1010.38307,1061.982968
"SHCBP1L",7,31.74071383,21.34912288,21.47624426,37.17347311,22.64524879,26.51688109,28.20169298,26.80354456,31.58873933
"BSPRY",7,8.276434083,0,1.254040263,6.507923503,4.538237402,4.214874852,3.604618115,6.35167343,5.841857192
"MED6",7,242.6885845,202.8441921,207.3230472,260.6093824,245.1793279,224.7819101,235.1998717,237.6456366,248.3907314
"ZFP39",7,172.9336553,137.1300504,146.8589993,181.232425,164.8677742,156.8696325,157.8504102,155.5952346,164.5554111
"CRHR2",14,8.440822424,7.156859077,8.632076021,11.78255065,5.667811261,8.813670078,9.038641013,10.3798534,15.44628175
"PHYKPL",14,45.87229996,40.49597515,51.58122224,60.34422018,47.68032379,49.43489155,53.32000783,56.88681096,71.95602715
"MAGEF1",14,5.500934796,3.172897549,16.67871316,3.441384931,10.62269306,7.039788043,2.872637866,10.45241462,15.08323783
"CRACR2A",14,20.11074027,20.93648296,49.53508293,52.43988213,24.70750037,39.1111569,31.26208885,29.8251195,65.0055161
"GM45470",14,11.13251804,17.73175952,15.61265414,12.69432487,16.4304384,9.61948952,17.76743275,17.11496294,22.16459556
"LRRC2",14,24.67805419,15.21584226,29.70958733,28.39623327,17.38577619,29.48574831,16.99684792,26.20424189,46.67685798
"GM33195",14,10.03896943,11.43812926,10.37774635,9.233248826,12.56682055,6.057808293,3.727114137,7.434388757,11.53403487
"PCDHGB8",14,10.02717525,11.46637385,11.42668984,6.919048448,9.682144024,4.851922203,7.449407223,5.928863384,8.868885652
"TPP1",14,963.4870001,1025.998942,1052.729278,1078.163855,984.3294821,1045.88119,990.4309676,989.4561451,1218.910823
"B3GNT9",14,32.50171327,32.48267617,43.14798631,50.14607394,29.23686391,42.77733506,34.06563222,30.95368685,72.54204615
"EBF2",14,10.83623421,13.26429694,23.40417071,23.7217155,14.15976068,11.61096935,17.55179296,13.16780066,48.53889097
"GM43327",14,8.875819499,7.368930139,7.267700015,3.451847563,7.746939643,9.591014176,2.820767432,2.96192476,1.773376818
"ZFP354A",14,156.3532434,141.537993,149.6942592,165.095805,134.0857036,146.2687924,132.8281814,138.2565699,236.3665271
"CCDC171",14,53.58424807,50.41343236,49.98477347,58.70136755,50.87533532,52.99256254,52.69270517,46.85102403,89.78566799
"DCLRE1A",14,126.436187,112.6272029,143.088624,163.2323603,125.1807726,120.1466079,131.2794605,94.35880962,229.3450048
"RNH1",14,387.2260288,380.0664174,379.9865017,416.5637057,391.8339184,366.6183407,379.7435713,364.2394667,485.5059665
"RIN3",14,43.01347676,38.64516151,44.90320252,52.53983861,34.16260504,44.94498167,49.8759056,40.05558305,61.12591823
"GM14636",14,7.46840152,4.088357013,6.988724786,9.791829258,3.584922936,8.887259447,8.826223461,6.602703383,16.83654232
"CCDC14",14,45.52569038,44.50846436,41.02503495,57.60534478,34.55231643,48.34966068,46.98365818,39.93049,63.90395837
"1500015L24RIK",14,305.5245939,320.4156666,302.0292306,254.3758597,255.3798813,248.4238987,250.565636,270.9801068,310.8315419
"DEGS2",14,17.55694701,19.63618538,19.77108637,28.59921263,14.10792803,22.27536127,20.74488332,20.3045749,45.12554744
"LRRC70",14,162.9072524,52.5260363,87.15329864,248.7423479,73.43464305,256.8637658,79.20857288,95.9203002,107.4710859
"BRAT1",14,254.5863674,249.8221714,290.1011071,282.4065826,253.1648766,250.1996305,310.0487001,260.7852027,342.023261
"GM49731",14,39.8866873,47.13222658,61.34380665,58.85520364,59.82183841,64.23424957,61.34113126,58.35421567,62.04070287
"PUS10",14,248.6335449,153.7104752,231.5958195,245.413281,170.1475771,204.0825848,240.859549,212.8846612,306.5503821
"MESP2",14,7.69361199,5.316240796,7.272067886,6.925841772,2.890944147,5.873292349,7.626071015,5.236848088,10.60767761
"ATP13A4",14,172.1621713,97.29809213,145.6165883,136.7639634,95.9313634,128.5425653,155.3352133,114.1999465,245.8192835
